SG_PARTIDO,SG_UF,DS_CARGO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,DS_OCUPACAO
PV,PR,DEPUTADO ESTADUAL,29,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
PRB,PR,DEPUTADO ESTADUAL,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
DEM,PR,DEPUTADO ESTADUAL,55,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,AGRICULTOR
PSD,PR,DEPUTADO FEDERAL,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,PR,DEPUTADO FEDERAL,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR
PSC,PR,DEPUTADO ESTADUAL,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSC,PR,DEPUTADO ESTADUAL,33,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSD,PR,DEPUTADO ESTADUAL,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PV,PR,DEPUTADO FEDERAL,43,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,PR,DEPUTADO FEDERAL,29,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
PSB,PR,DEPUTADO ESTADUAL,67,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO
PSC,PR,DEPUTADO FEDERAL,37,MASCULINO,SUPERIOR INCOMPLETO,PARDA,JORNALISTA E REDATOR
PSDB,PR,DEPUTADO ESTADUAL,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PP,PR,DEPUTADO ESTADUAL,53,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PT,PR,DEPUTADO FEDERAL,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,PR,DEPUTADO ESTADUAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PDT,PR,DEPUTADO ESTADUAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PSL,PR,DEPUTADO ESTADUAL,35,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSD,PR,DEPUTADO ESTADUAL,60,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PROS,PR,DEPUTADO FEDERAL,47,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,"OPERADOR DE EQUIPAMENTO DE RÁDIO, TELEVISÃO, SOM E CINEMA"
PRB,PR,DEPUTADO FEDERAL,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,COMUNICÓLOGO
PT,PR,DEPUTADO FEDERAL,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PRB,PR,DEPUTADO FEDERAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR
PP,PR,DEPUTADO FEDERAL,64,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO
PSL,PR,DEPUTADO ESTADUAL,42,MASCULINO,SUPERIOR COMPLETO,PRETA,ADVOGADO
PSL,PR,DEPUTADO ESTADUAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,PR,DEPUTADO FEDERAL,63,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PP,PR,DEPUTADO FEDERAL,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO
PSB,PR,DEPUTADO ESTADUAL,32,MASCULINO,SUPERIOR COMPLETO,PARDA,ADVOGADO
PT,PR,DEPUTADO ESTADUAL,65,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
PV,PR,DEPUTADO ESTADUAL,37,MASCULINO,SUPERIOR COMPLETO,PARDA,POLICIAL MILITAR
PTB,PR,DEPUTADO ESTADUAL,35,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PROS,PR,DEPUTADO FEDERAL,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PSL,PR,DEPUTADO FEDERAL,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
DEM,PR,DEPUTADO ESTADUAL,71,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PPS,PR,DEPUTADO ESTADUAL,74,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
PPS,PR,DEPUTADO FEDERAL,70,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL
PP,PR,DEPUTADO ESTADUAL,69,MASCULINO,SUPERIOR COMPLETO,BRANCA,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA
PROS,PR,DEPUTADO ESTADUAL,44,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,POLICIAL MILITAR
PSD,PR,DEPUTADO ESTADUAL,44,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA
PSL,PR,DEPUTADO ESTADUAL,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PODE,PR,DEPUTADO ESTADUAL,67,MASCULINO,SUPERIOR INCOMPLETO,PRETA,COMUNICÓLOGO
PSD,PR,GOVERNADOR,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PR,PR,DEPUTADO ESTADUAL,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
MDB,PR,DEPUTADO FEDERAL,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PR,PR,DEPUTADO FEDERAL,69,MASCULINO,SUPERIOR COMPLETO,AMARELA,DEPUTADO
PR,PR,DEPUTADO FEDERAL,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PR,PR,DEPUTADO FEDERAL,58,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
MDB,PR,DEPUTADO ESTADUAL,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,PR,DEPUTADO ESTADUAL,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
PSD,PR,DEPUTADO ESTADUAL,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,PR,DEPUTADO ESTADUAL,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PP,PR,DEPUTADO ESTADUAL,26,FEMININO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PSD,PR,DEPUTADO FEDERAL,55,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO)
PTB,PR,DEPUTADO FEDERAL,22,FEMININO,SUPERIOR INCOMPLETO,BRANCA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS"
PODE,PR,DEPUTADO FEDERAL,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,PR,DEPUTADO ESTADUAL,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR
PRTB,PR,DEPUTADO ESTADUAL,23,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS"
PSB,PR,DEPUTADO ESTADUAL,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PT,PR,DEPUTADO ESTADUAL,53,FEMININO,SUPERIOR COMPLETO,BRANCA,OUTROS
PSD,PR,DEPUTADO ESTADUAL,70,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSC,PR,DEPUTADO ESTADUAL,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,PR,DEPUTADO ESTADUAL,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,MEMBRO DAS FORÇAS ARMADAS
PDT,PR,DEPUTADO FEDERAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSDB,PR,DEPUTADO ESTADUAL,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
DEM,PR,DEPUTADO FEDERAL,35,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,PR,DEPUTADO ESTADUAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,FARMACÊUTICO
PDT,PR,DEPUTADO ESTADUAL,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR
PPS,PR,DEPUTADO ESTADUAL,49,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR
MDB,PR,DEPUTADO FEDERAL,60,MASCULINO,SUPERIOR COMPLETO,BRANCA,CONTADOR
REDE,PR,SENADOR,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR
PSL,RJ,DEPUTADO ESTADUAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR
PRP,RJ,DEPUTADO ESTADUAL,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PPS,RJ,DEPUTADO FEDERAL,36,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PATRIOTA,RJ,DEPUTADO ESTADUAL,49,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,EMPRESÁRIO
PSC,RJ,DEPUTADO ESTADUAL,43,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
MDB,RJ,DEPUTADO FEDERAL,42,FEMININO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL
PSD,RJ,DEPUTADO FEDERAL,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PDT,RJ,DEPUTADO FEDERAL,74,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PTB,RJ,DEPUTADO ESTADUAL,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,RJ,DEPUTADO ESTADUAL,37,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,VEREADOR
DEM,RJ,DEPUTADO FEDERAL,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,RJ,DEPUTADO ESTADUAL,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PC do B,RJ,DEPUTADO FEDERAL,61,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
DEM,RJ,DEPUTADO ESTADUAL,69,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,RJ,DEPUTADO FEDERAL,46,MASCULINO,SUPERIOR COMPLETO,PARDA,SERVIDOR PÚBLICO ESTADUAL
PR,RJ,DEPUTADO FEDERAL,60,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PDT,RJ,DEPUTADO FEDERAL,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
PP,RJ,DEPUTADO ESTADUAL,66,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PSD,RJ,DEPUTADO FEDERAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
MDB,RJ,DEPUTADO ESTADUAL,41,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PT,RJ,DEPUTADO FEDERAL,76,FEMININO,SUPERIOR COMPLETO,PRETA,DEPUTADO
PHS,RJ,DEPUTADO ESTADUAL,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PROS,RJ,DEPUTADO ESTADUAL,61,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,MILITAR REFORMADO
DEM,RJ,DEPUTADO FEDERAL,42,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,VEREADOR
MDB,RJ,DEPUTADO ESTADUAL,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSOL,RJ,DEPUTADO FEDERAL,51,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,RJ,DEPUTADO ESTADUAL,32,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
SOLIDARIEDADE,RJ,DEPUTADO ESTADUAL,41,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,SERVIDOR PÚBLICO MUNICIPAL
MDB,RJ,DEPUTADO ESTADUAL,41,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
NOVO,RJ,DEPUTADO ESTADUAL,30,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSOL,RJ,DEPUTADO ESTADUAL,77,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSC,RJ,DEPUTADO ESTADUAL,64,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PP,RJ,DEPUTADO ESTADUAL,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,RJ,DEPUTADO FEDERAL,63,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO
PSL,RJ,DEPUTADO FEDERAL,27,FEMININO,SUPERIOR COMPLETO,PARDA,ADVOGADO
PPS,RJ,DEPUTADO ESTADUAL,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PRP,RJ,DEPUTADO ESTADUAL,33,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,RJ,DEPUTADO FEDERAL,44,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO
PSD,RJ,DEPUTADO ESTADUAL,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL CIVIL
PSDB,RJ,DEPUTADO ESTADUAL,73,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO
PSL,RJ,DEPUTADO ESTADUAL,32,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO
PR,RJ,DEPUTADO FEDERAL,50,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,DEPUTADO
NOVO,RJ,DEPUTADO ESTADUAL,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSD,RJ,DEPUTADO ESTADUAL,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,RJ,DEPUTADO ESTADUAL,67,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,RJ,DEPUTADO ESTADUAL,32,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,MEMBRO DAS FORÇAS ARMADAS
PP,RJ,DEPUTADO FEDERAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSD,RJ,DEPUTADO FEDERAL,57,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,ADMINISTRADOR
PT,RJ,DEPUTADO ESTADUAL,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR
PSOL,RJ,DEPUTADO ESTADUAL,48,FEMININO,SUPERIOR INCOMPLETO,PRETA,OUTROS
MDB,RJ,DEPUTADO FEDERAL,39,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
PC do B,RJ,DEPUTADO ESTADUAL,55,FEMININO,SUPERIOR COMPLETO,PRETA,DEPUTADO
PRP,RJ,DEPUTADO FEDERAL,33,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
DEM,RJ,DEPUTADO ESTADUAL,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSD,RJ,DEPUTADO ESTADUAL,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
SOLIDARIEDADE,RJ,DEPUTADO FEDERAL,39,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
PDT,RJ,DEPUTADO ESTADUAL,59,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,RJ,DEPUTADO FEDERAL,38,FEMININO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR
PSOL,RJ,DEPUTADO ESTADUAL,36,FEMININO,SUPERIOR COMPLETO,PRETA,JORNALISTA E REDATOR
PHS,RJ,DEPUTADO FEDERAL,53,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,EMPRESÁRIO
PSL,RJ,DEPUTADO FEDERAL,36,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR
PSL,RJ,DEPUTADO FEDERAL,49,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,MEMBRO DAS FORÇAS ARMADAS
PRB,RJ,DEPUTADO ESTADUAL,50,FEMININO,SUPERIOR COMPLETO,PARDA,PEDAGOGO
PSL,RJ,DEPUTADO ESTADUAL,44,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,POLICIAL MILITAR
PROS,RJ,DEPUTADO FEDERAL,36,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSOL,RJ,DEPUTADO FEDERAL,33,FEMININO,SUPERIOR COMPLETO,PRETA,VEREADOR
DEM,RJ,DEPUTADO FEDERAL,48,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
AVANTE,RJ,DEPUTADO FEDERAL,56,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,VEREADOR
SOLIDARIEDADE,RJ,DEPUTADO ESTADUAL,45,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO
PT,RJ,DEPUTADO ESTADUAL,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,RJ,DEPUTADO FEDERAL,51,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO FEDERAL
MDB,RJ,DEPUTADO FEDERAL,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PSOL,RJ,DEPUTADO FEDERAL,36,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,RJ,DEPUTADO ESTADUAL,53,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,POLICIAL MILITAR
PSD,RJ,SENADOR,81,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
DC,RJ,DEPUTADO ESTADUAL,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PRB,RJ,DEPUTADO ESTADUAL,35,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,OUTROS
PSL,RJ,DEPUTADO FEDERAL,38,MASCULINO,SUPERIOR COMPLETO,PARDA,POLICIAL CIVIL
PP,RJ,DEPUTADO FEDERAL,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
PSL,RJ,DEPUTADO ESTADUAL,49,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,POLICIAL MILITAR
DEM,RJ,DEPUTADO FEDERAL,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
DEM,RJ,DEPUTADO ESTADUAL,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,RJ,DEPUTADO FEDERAL,52,MASCULINO,SUPERIOR COMPLETO,PRETA,MILITAR REFORMADO
MDB,RJ,DEPUTADO ESTADUAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSC,RJ,GOVERNADOR,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSOL,RJ,DEPUTADO ESTADUAL,27,FEMININO,SUPERIOR INCOMPLETO,PRETA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS"
PSL,RJ,DEPUTADO ESTADUAL,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PHS,RJ,DEPUTADO ESTADUAL,48,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,VEREADOR
SOLIDARIEDADE,RJ,DEPUTADO ESTADUAL,38,MASCULINO,SUPERIOR COMPLETO,PARDA,ADVOGADO
PSL,RJ,DEPUTADO FEDERAL,41,MASCULINO,SUPERIOR COMPLETO,PARDA,EMPRESÁRIO
MDB,RJ,DEPUTADO ESTADUAL,47,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL
DEM,RJ,DEPUTADO ESTADUAL,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,RJ,DEPUTADO FEDERAL,36,MASCULINO,SUPERIOR COMPLETO,PARDA,VEREADOR
PDT,RJ,DEPUTADO ESTADUAL,60,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PRB,RJ,DEPUTADO FEDERAL,52,FEMININO,SUPERIOR COMPLETO,PRETA,DEPUTADO
PSC,RJ,DEPUTADO FEDERAL,42,MASCULINO,SUPERIOR INCOMPLETO,PARDA,VEREADOR
PSL,RJ,DEPUTADO ESTADUAL,42,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,POLICIAL MILITAR
PSD,RJ,DEPUTADO ESTADUAL,44,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA
PTC,RJ,DEPUTADO ESTADUAL,43,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,VEREADOR
DC,RJ,DEPUTADO FEDERAL,78,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
DC,RJ,DEPUTADO ESTADUAL,73,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,DEPUTADO
PSL,RJ,SENADOR,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSOL,RJ,DEPUTADO ESTADUAL,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PRTB,RJ,DEPUTADO ESTADUAL,44,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,VEREADOR
NOVO,RJ,DEPUTADO FEDERAL,35,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO
PDT,RJ,DEPUTADO ESTADUAL,31,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSOL,RJ,DEPUTADO FEDERAL,44,MASCULINO,SUPERIOR COMPLETO,PRETA,DEPUTADO
PR,RJ,DEPUTADO ESTADUAL,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PRB,RJ,DEPUTADO ESTADUAL,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
DEM,RJ,DEPUTADO ESTADUAL,51,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PSDB,RJ,DEPUTADO ESTADUAL,58,FEMININO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
PSL,RJ,DEPUTADO ESTADUAL,38,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO
PT,RJ,DEPUTADO ESTADUAL,50,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,RJ,DEPUTADO FEDERAL,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR
PMB,RJ,DEPUTADO ESTADUAL,29,FEMININO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
PRB,RJ,DEPUTADO FEDERAL,64,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PODE,RJ,DEPUTADO ESTADUAL,54,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,DEPUTADO
PSB,RJ,DEPUTADO ESTADUAL,25,MASCULINO,SUPERIOR COMPLETO,PARDA,ECONOMISTA
AVANTE,RJ,DEPUTADO ESTADUAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
REDE,RN,SENADOR,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR
PSDB,RN,DEPUTADO ESTADUAL,60,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO
PSL,RN,DEPUTADO ESTADUAL,52,MASCULINO,SUPERIOR COMPLETO,PARDA,POLICIAL MILITAR
PHS,RN,SENADOR,64,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,RN,DEPUTADO FEDERAL,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,RN,DEPUTADO ESTADUAL,44,FEMININO,SUPERIOR COMPLETO,BRANCA,ASSISTENTE SOCIAL
PSD,RN,DEPUTADO ESTADUAL,79,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,RN,DEPUTADO FEDERAL,30,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PPL,RN,DEPUTADO ESTADUAL,46,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSD,RN,DEPUTADO FEDERAL,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,RN,DEPUTADO ESTADUAL,62,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
DEM,RN,DEPUTADO ESTADUAL,74,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
PTC,RN,DEPUTADO ESTADUAL,38,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,VEREADOR
PROS,RN,DEPUTADO ESTADUAL,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PTC,RN,DEPUTADO FEDERAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL
SOLIDARIEDADE,RN,DEPUTADO ESTADUAL,26,MASCULINO,SUPERIOR COMPLETO,PARDA,SERVIDOR PÚBLICO FEDERAL
PT,RN,DEPUTADO ESTADUAL,49,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL
PSDB,RN,DEPUTADO ESTADUAL,55,MASCULINO,SUPERIOR COMPLETO,PARDA,ECONOMISTA
PR,RN,DEPUTADO FEDERAL,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO FEDERAL
PHS,RN,DEPUTADO ESTADUAL,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,RN,DEPUTADO ESTADUAL,79,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PR,RN,DEPUTADO ESTADUAL,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,RN,DEPUTADO ESTADUAL,76,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
MDB,RN,DEPUTADO ESTADUAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
SOLIDARIEDADE,RN,DEPUTADO ESTADUAL,46,MASCULINO,SUPERIOR COMPLETO,PRETA,DEPUTADO
PSDB,RN,DEPUTADO ESTADUAL,51,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PSD,RN,DEPUTADO ESTADUAL,49,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,RN,DEPUTADO FEDERAL,32,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSOL,RN,DEPUTADO ESTADUAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO FEDERAL
PT,RN,DEPUTADO FEDERAL,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,RN,GOVERNADOR,63,FEMININO,SUPERIOR COMPLETO,PARDA,OUTROS
